"IHDID","WL_KM2","WL_CARL1","WL_CARL2","WL_CARL3","WL_CARL4","WL_CARL6","WL_CARL7","WL_CARL8","WL_CARL9","WL_CARLND","WL_NLCD11","WL_NLCD21","WL_NLCD22","WL_NLCD23","WL_NLCD24","WL_NLCD31","WL_NLCD41","WL_NLCD42","WL_NLCD43","WL_NLCD52","WL_NLCD71","WL_NLCD81","WL_NLCD82","WL_NLCD90","WL_NLCD95","WL_NLCDND","WL_QGEO1","WL_QGEO2","WL_QGEO3","WL_QGEO4","WL_QGEO5","WL_QGEO6","WL_QGEO7","WL_QGEO8","WL_QGEO9","WL_QGEO10","WL_QGEO12","WL_QGEO15","WL_QGEO18","WL_QGEO21","WL_QGEO29","WL_QGEO99","WL_QGEOND","WL_SLOPE","WL_ELEVMEAN","WL_ELEVMIN","WL_ELEVMAX"
19322,0.3231,0,0.99257,0,0,0,0,0,0,0.00743,0,0,0,0,0,0,0.04921,0.02105,0,0,0,0,0,0.75983,0.16992,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.57,233.826992,231.23,247.74
19758,0.2431,0,0,0,0,0,0,0,0,1,0.00123,0.08145,0.24517,0.14192,0,0.01316,0,0.22666,0.02797,0,0.04648,0,0,0.11312,0.10284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97491,0.02509,2.03,182.975,176.81,190.09
19780,1.1854,0,0.99966,0,0,0,0,0,0,0.00034,0.00042,0.06428,0.00084,0,0,0,0.03526,0.14611,0.02742,0,0,0,0,0.51729,0.20837,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.05,225.503008,220.03,240.91
19829,2.3267,0,0,0,0,0,0,0,0,1,0.00602,0.00847,0.03984,0.00666,0,0,0.05557,0.59526,0.01676,0,0.02901,0,0,0.20561,0.03679,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.77,206.205996,189.59,227.28
19840,0.2843,0,0.99332,0,0,0,0,0,0,0.00668,0.02568,0.07985,0,0,0,0,0.07316,0.04643,0.02673,0,0,0,0,0.62962,0.11854,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.52,225.435996,222.54,235.29
20747,0.0775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.29548,0,0.42194,0,0,0,0,0.28258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.07,343.883008,337.54,363.7
20804,7.0859,0,0,0.00354,0,0,0,0,0,0.99646,0.06715,0.06459,0.00662,0.00281,0.00075,0,0.44814,0.05158,0.10123,0.00284,0.05972,0,0.01404,0.17727,0.00326,0,0.63159,0,0,0,0.31055,0,0,0,0,0,0,0.05786,0,0,0,0,0,6.2,358.44,327.64,391.27
21266,1.0652,0,0,0,0,0,0.66598,0,0,0.33402,0.02244,0.00338,0,0,0,0,0.1211,0.37326,0.06975,0.00413,0,0,0,0.34698,0.05896,0,0,0,0,0,0,0,0,0,0,0.92058,0,0.07942,0,0,0,0,0,0.68,184.42,178.92,198.62
21303,0.3918,0,0,0,0,0,0,0,0,1,0.0074,0,0,0,0,0,0.27233,0.30398,0.20163,0,0,0,0,0.21337,0.00128,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.85,189.636992,184.69,199.29
21306,3.4404,0,0,0,0,0,0.17446,0,0,0.82554,0.01578,0.00171,0,0,0,0,0.37993,0.0132,0.08153,0.00113,0,0,0,0.49395,0.01276,1e-05,0,0,0,0,0,0,0,0,0,0.40832,0,0.0293,0,0,0,0.56238,0,0.75,192.135,184.48,199.31
21322,0.2997,0,0,0,0,0,0.72439,0,0,0.27561,0,0,0,0,0,0,0.6363,0,0.07374,0,0,0,0,0.28996,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0,0.671,0,0.85,196.53,194.13,201.45
21392,3.9909,0,0,0,0.00391,0,0.05477,0,0,0.94132,0.03463,0.00877,0,0,0,0.00221,0.17104,0.28164,0.0987,0.00135,0,0,0,0.37505,0.02661,0,0,0,0,0,0,0,0,0,0,0.26941,0,0.03308,0,0,0,0.69751,0,0.5,189.65,184.75,198.49
21398,1.8954,0,0,0,0.14567,0,0.12773,0,0,0.7266,0,0,0,0,0,0,0.08642,0.21526,0.07038,0.00353,0,0,0,0.62182,0.00259,0,0,0,0,0,0,0,0,0,0,0.30236,0,0,0,0,0,0.69764,0,0.34,188.368008,181.92,198.33
21401,0.8762,0,0,0,0.11082,0,0.51895,0,0,0.37023,0.01449,0,0,0,0,0,0.05843,0.28464,0.05204,0,0,0,0,0.55672,0.03367,1e-05,0,0,0,0,0,0,0,0,0,0.70144,0,0.00194,0,0,0,0.29662,0,0.38,184.840996,181.45,192.07
21506,0.4581,0,0,0,0,0,0,0,0,1,0.00851,0,0,0,0,0,0.0203,0.63829,0.1325,0,0,0,0,0.19406,0.00633,1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26,184.515996,181.65,188.47
21523,1.3457,0,0,0,0,0,0,0,0,1,0.01308,0.01895,0,0,0,0,0.05923,0.35149,0.08962,0,0.00059,0,0,0.41376,0.05328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28,183.609004,178.98,189.22
21530,0.108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99815,0.00185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,215.835,214.71,217.11
21560,2.3858,0,0,0,0,0,0.7597,0,0,0.2403,0.00109,0.01383,0.0197,0.00239,0,0,0.10588,0,0.0062,0.00448,0.00822,0,0.02779,0.70031,0.11011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,222.163008,219.48,225.03
21563,1.4213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.43073,0,0,0,0,0.56927,0,0,0.94,185.543008,181.75,198.05
21651,0.5955,0,0,0,0,0,0.71318,0,0,0.28682,0,0.00772,0,0,0,0,0.77061,0,0,0.00034,0.13434,0,0,0.03661,0.05038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.56,225.231992,220.56,228.27
21654,0.482,0,0,0,0,0,0.4056,0,0,0.5944,0.01784,0.09938,0.04834,0,0,0,0.3778,0,0,0.01079,0.19544,0,0,0.2305,0.01992,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.79,224.794004,220.85,231.69
21666,0.2909,0,0,0,0,0,1,0,0,0,0.04366,0,0,0,0,0,0.37814,0,0,0.01409,0.0746,0,0,0.4737,0.01581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.56,223.425996,221.83,226.07
22087,0.1592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.44975,0,0.01319,0,0,0,0,0.53078,0.00628,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8,207.053008,204.36,215.31
22187,0.5424,0,0,0,0,0,1,0,0,0,0.17459,0,0,0,0,0,0.10472,0.01383,0.09237,0.00442,0,0,0,0.59163,0.01844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.41,213.419004,212.8,225.65
22312,0.5321,0,0,0,0,0,0.42041,0,0,0.57959,0,0.02312,0,0,0,0,0.44071,0,0.04191,0,0.00827,0,0,0.48412,0.00188,-1e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.41,217.725996,213.57,232.24
22493,0.3314,0,0,0,0,0,0.4315,0,0,0.5685,0,0,0,0,0,0,0.13186,0.02082,0.00604,0.01599,0.05341,0,0,0.7583,0.01358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.05,199.909004,196.12,209.14
22846,0.877,0,0,0,0,0,0.79453,0,0,0.20547,0,0.03181,0.03694,0,0,0,0,0.5179,0.00616,0.01927,0.03101,0,0,0.3358,0.02109,2e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,184.865,176.74,196.1
23693,1.3167,0,0,0,0,0,0,0,0,1,0,0.06714,0.00403,0,0,0,0.47627,0.09501,0.08605,0.02096,0.01823,0,0,0.22967,0.00266,-2e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.66,262.213008,253.72,269.83
27383,6.9525,0,0,0.01901,0,0,0.04526,0,0,0.93573,0.00462,0.1216,0.2026,0.08324,0.02237,0.03708,0.29359,0.02776,0.03686,0.01989,0.06267,0.01224,0.0341,0.0228,0.01858,0,0,0,0,0.04955,0,0,0,0.60164,0,0.12798,0,0,0,0,0.2208,0,3e-05,6.08,208.988008,176.84,296.78
27611,0.009,0,0,0,0,0,0,0,0,1,0.08889,0,0,0,0,0,0,0,0,0,0,0,0,0.68889,0.22222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,342.935,342.23,343.42
28052,3.7275,0,0,0,0,0,0.99989,0,0,0.00011,0.01545,0.02932,0,0,0,0.00282,0.1956,0.01111,0.01143,0.33344,0.35002,0,0,0.04569,0.00512,0,0.94157,0.05843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,367.616016,357.77,375.14
28089,0.2881,0,0,0,0,0,1,0,0,0,0.00972,0.02013,0,0,0,0,0.78757,0.01562,0.0184,0,0.0118,0,0,0.10552,0.03124,0,0.00555,0.99445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,371.686016,360.73,393.35
28108,0.0231,0,0,0,0,0,0,0,0,1,0.01732,0,0,0,0,0,0.57143,0,0,0,0,0,0,0.32035,0.09091,-1e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.55,288.26,285.14,302.75
28161,2.5263,0,0,0.00459,0,0,0,0,0,0.99541,0.01429,0.09654,0.16415,0.02058,0.00352,0.04885,0.31093,0.02426,0.0156,0.00388,0.06211,0.02165,0.06163,0.03016,0.12184,1e-05,0,0,0,0.28916,0,0,0.02236,0,0,0.31552,0,0.19978,0,0,0.17159,0,0.00159,4.07,199.059004,176.84,288.5
28746,0.4103,0,0,0,0,0,0,0,0,1,0,0.05874,0.01438,0,0,0,0.40848,0.09262,0.08408,0.05728,0.16037,0,0.04704,0.07702,0,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.17,357.961992,347.73,378.46
29073,9.1886,0,0,0.01085,0.00725,0.00695,0,0,0,0.97495,0.01955,0.11066,0.11404,0.01653,0.00321,0.02525,0.3684,0.03761,0.02617,0.00928,0.05039,0.02806,0.05162,0.09355,0.04568,0,0,0,0,0.07299,0,0,0.59732,0,0,0,0,0.0555,0,0,0.27411,0,8e-05,4.78,199.720996,176.52,301.07
30038,1.118,0,0,0,0,0,0,0,0,1,0.00331,0.04186,0.03381,0,0,0,0.39562,0.19186,0.02406,0.01342,0.06333,0.00206,0.03918,0.19007,0.00143,-1e-05,0,0,0.45161,0,0,0,0,0,0.54839,0,0,0,0,0,0,0,0,1.09,188.04,181.19,196.1
30295,0.4215,0,0,0.02064,0,0,0,0,0,0.97936,0.00807,0.02847,0.20973,0.59407,0.0465,0.11317,0,0,0,0,0,0,0,0,0,-1e-05,0,0,0,0.44223,0,0,0,0,0,0,0,0.55777,0,0,0,0,0,1.83,181.465996,176.4,191.91
30766,0.2923,0,0,0,0,0,0,0,0,1,0,0.13753,0.06329,0,0,0,0.3534,0.01163,0.06774,0,0.13035,0,0,0.01266,0.2234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.75,193.711992,184.4,202.6
30796,3.2519,0,0,0,0,0.86396,0,0,0,0.13604,0.00034,0.03484,0,0,0,0,0.80559,0.01691,0.00637,0.01067,0.03413,0.00015,0,0.0853,0.00569,1e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,365.215,339.27,398.24
30913,3.2647,0,0,0,0,1,0,0,0,0,0.00092,0.04984,0,0,0,0,0.72178,0,0.01654,0.03712,0.15876,0,0,0.00787,0.00717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,383.81,355,423.85
31174,0.1292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.87693,0.01393,0,0,0.01316,0,0,0.03406,0.06192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,365.531016,339.26,399.3
31490,4.8923,0,0,0,0,0,0,0,0,1,0.00045,0.03871,0.00219,0,0,0,0.23112,0.05529,0.01171,0.01797,0.18609,0.03211,0.37346,0.0493,0.00159,1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.68,429.366992,387.88,504.14
31686,2.7224,0,0,0,0,0.13014,0.42646,0,0,0.4434,0.00165,0.05264,0.00301,0,0,0,0.64858,0.01488,0.02994,0.01245,0.06876,0.01748,0.00599,0.12316,0.02145,1e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,368.73,362.11,387.32
32432,0.1525,0,0.96656,0,0.00721,0,0,0,0,0.02623,0.06426,0,0,0,0,0,0.38689,0,0,0,0.04918,0,0,0.49967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.51,179.240996,177.84,181.25
32477,0.8938,0,0,0,0,0,0,0,0,1,0.02372,0.05382,0,0,0,0,0.39919,0.02215,0.05258,0.01824,0.00951,0.10763,0.19065,0.06735,0.05516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.58,394.945,385.41,420.75
33758,0.5232,0,0,0,0,0,0,0,0,1,0,0.25287,0.10933,0.07359,0.00382,0,0.09327,0.1401,0.05524,0,0.03421,0,0.09805,0.13456,0.00497,-1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.63,194.78,191.9,200.82
33818,0.2395,0,0,0,0,0,0,0,0,1,0.00919,0.38664,0.17119,0.04134,0.05386,0,0.00251,0.00835,0.05177,0.01837,0.00501,0,0.18706,0,0.06472,-1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.15,195.106992,192.28,200.75
33831,0.0431,0,0,0,0,0,0,0,0,1,0,0.52204,0,0,0,0,0.16473,0,0,0,0,0,0,0.06729,0.24594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4,194.966992,193.03,199.81
34782,0.1978,0,0,0,0,0,0,0,0,1,0.06218,0.1092,0.10364,0,0,0,0.38625,0.00404,0.02882,0.01213,0.0723,0,0.00354,0.20829,0.00961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.55,285.446992,278.9,291.34
36182,0.0528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03598,0,0,0.13447,0.13636,0.19318,0.00189,0.49811,0,1e-05,0,0,0,0.82765,0,0,0.17235,0,0,0,0,0,0,0,0,0,0,10.82,294.535996,282.86,307
36259,0.0856,0,0,0,0,0,0,0,0,1,0.00584,0.10981,0,0,0,0,0.40537,0.12967,0.04673,0,0,0.03855,0.16939,0.03738,0.05724,2e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.21,344.266016,341.39,348.17
36353,1.2676,0,0,0,0,0,0,0,0,1,0,0.05972,0.00363,0,0,0,0.47554,0.02122,0.00986,0.02193,0.09285,0.12244,0.13956,0.05128,0.00197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.01,351.856992,331.69,367.73
36452,0.0469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.60341,0.03838,0.01066,0,0.05117,0,0.13859,0.01279,0.14499,1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.07,231.885,229.28,233.45
36591,0.4977,0,0,0,0,0,0.13763,0,0,0.86237,0.00784,0.09906,0.04219,0.01507,0,0,0.26864,0,0.01085,0.00382,0.03195,0.21378,0.08961,0.20695,0.01025,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.39,222.41,219.81,229.28
36660,1.449,0,0,0,0,0,0,0,0,1,0.03161,0.01573,0.15707,0.06694,0.03292,0,0.10704,0.03271,0,0.01263,0.09545,0.22036,0.10221,0.07619,0.04914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,300.734004,293.96,309.49
36752,0.113,0,0,0,0,0,0,0,0,1,0.02655,0.00265,0.01858,0,0,0,0.8115,0,0,0,0,0,0,0.14071,0,1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.76,332.183008,325.94,346.39
36819,1.0042,0,0,0,0,0,0.99034,0,0,0.00966,0,0.01753,0,0,0,0,0.35302,0,0,0.02012,0.02848,0,0,0.58086,0,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.66,201.736992,197.09,205.81
36970,0.0434,0,0,0,0,0,0,0,0,1,0.07604,0,0,0,0,0,0.66359,0,0.11982,0,0.10829,0,0,0.02535,0.00691,0,0.4424,0,0,0,0.5576,0,0,0,0,0,0,0,0,0,0,0,0,7.29,260.556992,250.56,270.69
37047,0.3055,0,0,0,0,0,0.79116,0,0,0.20884,0,0,0,0,0,0,0.83732,0,0.01506,0,0.01931,0,0,0.11588,0.01244,-1e-05,0,0,0,0,0.0216,0,0,0,0,0.9784,0,0,0,0,0,0,0,2.3,206.655,202.9,221.05
37578,0.9238,0,0,0,0,0,0.58833,0,0,0.41167,0,0,0,0,0,0,0.29942,0.00585,0,0.46493,0.00877,0,0,0.21736,0.00368,-1e-05,0,0,0,0,0,0,0,0,0,0.88634,0,0,0,0,0.11366,0,0,0.32,214.014004,210.98,217.8
37756,0.0816,0,0,0,0,0,0,0,0,1,0.0098,0.09926,0.10417,0,0,0,0.76961,0.00123,0,0,0,0,0.0098,0,0.00613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27,224.559004,211.12,235.45
37780,1.1474,0,0,0,0,0,0,0,0,1,0.00366,0.02597,0,0,0,0,0.34583,0.00174,0.021,0.03129,0.00636,0.20089,0.25824,0.09944,0.00558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.81,333.731992,318.94,357.03
37852,0.2638,0,0,0,0,0,0,0,0,1,0,0.03487,0,0,0,0,0.91092,0.01061,0.01175,0,0.01327,0,0.00076,0.0091,0.00872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73,226.446992,204.53,234.88
37953,0.0733,0,0,0,0,0,0,0,0,1,0,0.2251,0.05593,0,0,0,0.41883,0.0573,0.02319,0,0.06276,0,0,0.06958,0.08731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.95,319.468008,316.83,323.59
37973,3.2597,0,0,0,0,0,0,0,0,1,0,0.03654,0.01322,0,0,0,0.47569,0.08203,0.01319,0.02654,0.1636,0,0.18379,0.00206,0.00334,0,0.4051,0,0,0,0.5949,0,0,0,0,0,0,0,0,0,0,0,0,3.78,234.475,207.91,282.31
38083,4.201,0,0,0,0,0,0.03159,0,0,0.96841,0.00159,0.04877,0.01654,0,0,0,0.48169,0.04873,0.01821,0.01459,0.10505,0,0.26163,0.00193,0.00126,1e-05,0.02561,0,0,0,0.93461,0,0,0,0,0.03978,0,0,0,0,0,0,0,3.65,240.929004,201.91,287.87
38458,0.2511,0,0,0,0,0,0,0,0,1,0.00996,0.00358,0,0,0,0.00717,0.70291,0.11669,0.00796,0.06571,0.00358,0,0,0.06014,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.57,203.476992,185.53,234.26
38782,0.2758,0,0,0,0,0,0,0,0,1,0,0.03336,0,0,0,0,0.60732,0.34663,0.0116,0,0,0,0,0.00109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.16,257.250996,235.99,276.97
38846,0.2715,0,0.33149,0,0,0,0,0,0,0.66851,0.00221,0.0512,0,0,0,0,0.63867,0.0954,0.1477,0.00405,0.04567,0.00994,0,0,0.00516,0,0.32486,0,0,0,0.67514,0,0,0,0,0,0,0,0,0,0,0,0,2.84,267.303008,252.35,279.66
38848,1.8603,0,0.08859,0,0,0,0,0,0,0.91141,0.00102,0.03112,0.00247,0,0,0,0.70198,0.04134,0.01097,0.05311,0.14826,0.00505,0.00452,0,0.00016,0,0.04822,0,0,0,0.95178,0,0,0,0,0,0,0,0,0,0,0,0,2.79,271.456992,252.04,286.29
39313,0.9272,0,0,0,0,0,0,0,0,1,0.0027,0.02211,0.02621,0,0,0,0.13924,0.00108,0.01607,0.01499,0.00669,0.21646,0.47757,0.03494,0.04195,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.72,260.14,249.89,281.29
40689,0.0339,0,0,0,0,0.72861,0.0059,0,0,0.26549,0,0,0,0,0,0,0,0,0,0,0,0,0.13569,0.86431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177.885996,177.83,177.92
41055,0.273,0,0,0,0,0,0,0,0,1,0.00403,0.08571,0,0,0,0.00256,0.61941,0,0.01832,0.19377,0,0,0,0.06154,0.01465,1e-05,0,0,0,0,0,0,0,0,0,0.23223,0,0,0,0,0.76777,0,0,3.89,187.138008,178.87,206.83
41424,0.5852,0,0,0,0,0,0,0,0,1,0,0.0094,0.11056,0.04016,0.11637,0,0,0,0,0,0,0.09604,0.62748,0,0,-1e-05,0.43353,0,0.56647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,230.094004,224.14,241.1
42183,2.9828,0,0,0.00054,0,0,0,0,0,0.99946,0,0.33314,0.17266,0.06434,0.02716,0,0.33445,0.00543,0.00429,0.00215,0.04583,0,0,0.00684,0.00372,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07,203.165,198.49,205.61
42212,0.1557,0,0,0,0,0,0,0,0,1,0.05845,0,0.07579,0,0,0.03019,0.19268,0,0.00835,0,0.26204,0,0.35902,0,0.01349,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.1,215.441992,200.49,226.39
42253,1.0889,0,0,0.2689,0,0,0,0,0,0.7311,0.00808,0.20479,0.03389,0.00184,0,0,0.49564,0.05703,0.01515,0,0.14694,0,0,0.01837,0.01828,-1e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.44,201.156992,196.84,204.09
42369,0.0102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13725,0,0,0,0,0,0.86275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,216.191992,213.85,217.79
42374,1.1451,0,0,0,0,0,0,0,0,1,0.0531,0.0303,0.01607,0.01782,0.00559,0.01624,0.0441,0,0.00262,0,0.0048,0.00052,0.75033,0.05353,0.00498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.05,267.895,260.25,272.38
43643,1.0751,0,0,0,0,0,0.41178,0,0,0.58822,0.02902,0.01284,0.00121,0,0,0.00167,0.65668,0.08018,0.05172,0.00902,0,0,0,0.11999,0.03767,0,0,0,0.06883,0,0,0,0,0,0.93117,0,0,0,0,0,0,0,0,6.56,206.185,185.76,226.85
44010,0.0591,0,0,0,0,0,1,0,0,0,0,0.3824,0,0,0,0,0.4044,0,0,0,0.10491,0,0,0.10829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,204.409004,193.39,211.94
44914,0.1758,0,0,0,0,0,0,0,0,1,0.00853,0.07622,0.15358,0.08077,0,0.00683,0.03015,0,0,0,0,0,0,0.57224,0.07167,1e-05,0,0,0.27759,0,0,0,0,0,0,0,0,0,0,0,0.72241,0,0,1.7,190.056992,186.53,197.4
45995,0.0824,1,0,0,0,0,0,0,0,0,0.12257,0.04369,0.10073,0,0,0,0.23544,0,0,0,0,0,0,0.34587,0.1517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,183.738008,181.37,187.61
46319,0.1052,0,0,0.00856,0,0,0,0,0,0.99144,0.11407,0,0.21958,0.4135,0.25285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,185.621992,184.27,187.89
46936,0.165,0,0,0,0,0,0,0,0,1,0.00182,0,0,0,0,0,0.12727,0,0,0,0,0.01152,0,0.85939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,250.13,248.28,256.78
46987,0.1032,0,0,0,0,0,0,0,0,1,0.0126,0,0,0,0,0,0.28876,0,0,0,0,0.04264,0.57849,0.07752,0,-1e-05,0,0,0,0.00969,0,0,0.99031,0,0,0,0,0,0,0,0,0,0,4.51,258.706992,251.74,265.35
47777,0.0785,0,0,0,0,0,0,0,0,1,0.02548,0,0,0,0,0,0.59745,0,0.21783,0,0,0,0,0.15924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.71,264.501992,260.01,274.49
48074,0.054,0,0,0,0,0,0,0,0,1,0.0963,0.1037,0.01667,0,0,0,0.13889,0,0,0,0.13889,0.41667,0.08889,0,0,-1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,265.709004,261.5,268.73
48359,0.0067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0597,0.46269,0,0,0,0,0.08955,0.13433,0.25373,0,0,0,0,0,0.77612,0,0,0,0.22388,0,0,0,0,0,0,0,0,0,2.27,269.865,269,271.31
48449,0.4499,0,0,0,0,0,0,0,0,1,0.00533,0,0,0,0,0,0.22272,0,0,0,0,0.60502,0.06357,0.10336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,265.039004,257.77,268.87
48703,1.4174,0,0,0,0,0,0,0,0,1,0.00677,0.04762,0.00374,0,0,0,0.32023,0,0.01517,0,0.01178,0.21455,0.23042,0.13539,0.01432,1e-05,0.2065,0,0,0,0,0,0.7935,0,0,0,0,0,0,0,0,0,0,1.84,258.648008,251.34,266.65
48953,0.5881,0.22615,0,0,0,0,0,0,0,0.77385,0.00119,0.06989,0.01258,0,0,0,0.0653,0,0,0,0,0.18228,0.28431,0.36473,0.01972,0,0,0,0,0.25064,0,0,0.74936,0,0,0,0,0,0,0,0,0,0,1.56,275.254004,272.57,283.63
49243,1.9695,0.01899,0,0,0,0,0,0,0,0.98101,0.00173,0.02772,0,0,0,0,0.11048,0,0,0.00234,0,0.18974,0.44981,0.21747,0.00071,0,0,0,0,0.00543,0,0,0.99457,0,0,0,0,0,0,0,0,0,0,0.95,276.034004,272.18,282.17
49249,0.0589,0,0,0.09338,0,0,0,0,0,0.90662,0.27844,0.02716,0.618,0.00509,0.04584,0,0,0,0,0,0,0,0,0.02547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,177.64,176.62,185.2
49672,0.2095,0,0,0,0,0.24869,0,0,0,0.75131,0,0.05871,0.021,0,0,0,0.62864,0,0.01862,0,0.03437,0.05155,0.0673,0.11981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,324.225,304.85,350
50085,0.245,0,0,0,0,0.06082,0,0,0,0.93918,0.11143,0.23306,0.31714,0.32939,0.00898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,262.109004,258.66,266.32
50440,0.0806,0,0,0,0,0,0,0,0,1,0.07072,0.47891,0.20223,0.05831,0,0,0,0,0,0,0,0,0.18983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.87,203.199004,200.72,212.16
